Angle,Power_Level,Beam_0,Beam_1,Beam_2,Beam_3,Beam_4,Beam_5,Beam_6,Beam_7,Beam_8,Beam_9,Beam_10,Beam_11,Beam_12,Beam_13,Beam_14,Beam_15,Beam_16,Beam_17,Beam_18,Beam_19,Beam_20,Beam_21,Beam_22,Beam_23,Beam_24,Beam_25,Beam_26,Beam_27,Beam_28,Beam_29,Beam_30,Beam_31,Beam_32,Beam_33,Beam_34,Beam_35,Beam_36,Beam_37,Beam_38,Beam_39,Beam_40,Beam_41,Beam_42,Beam_43,Beam_44,Beam_45,Beam_46,Beam_47,Beam_48,Beam_49,Beam_50,Beam_51,Beam_52,Beam_53,Beam_54,Beam_55,Beam_56,Beam_57,Beam_58,Beam_59,Beam_60,Beam_61,Beam_62
-45.0,20000.0,-0.006115814427562661,0.8272106695494302,0.7366798805178738,0.8326733240309983,0.5095730224473178,0.5257198519101834,0.291860229640178,0.02440018801842086,0.04819129314637527,0.06335492436539616,0.19589733133809817,0.0047640140972421835,0.14312601854221124,0.07595734935271223,0.07399574967406827,0.10800304849658142,0.1654785602233802,0.05052871369377296,0.018624303932120986,0.12578061541317168,0.045397216641188586,0.03757635122394205,0.12337187429242621,0.10385582802525573,-0.039790587220934925,-0.03914957065853064,0.05345544554880621,0.02115592557271981,0.2029909660899594,0.09394653904991507,0.05320548648936636,0.07961097917742053,0.06628733907350455,0.08876937406983407,0.07371043976127466,0.008803559339927073,0.07376147153818952,0.0072259479754277255,0.04388048769744224,-0.05046057516133278,0.11557545405754434,0.1560518273867262,-0.0018279673724635181,0.022281629494496788,0.007032411009633782,-0.03229624278954235,0.016875160602201473,0.06033675317130047,0.028503926957997257,0.043585974648480644,0.04122874255236107,-0.05874318902354027,0.10762311908539202,0.03970783190417605,-0.04724518315500305,0.13751899592647554,0.049351088724460306,0.020234306033768745,-0.1391686556351429,0.1267812316352754,0.038681546359971924,0.14502258278261781,-0.1115317293343615
-44.0,20000.0,-0.007860811612585783,0.76805735319752,0.7905984344437215,0.793100052612884,0.5517178603820027,0.5842053484695869,0.17068818364307922,0.07465787873082771,0.13044467832361298,0.06819292532502523,0.09013422759519472,0.03305223460269556,0.14290390178163825,0.054267227589703745,0.19420287695844202,0.06951154957231961,0.027337554608227496,0.00999283443946277,0.019633376300280024,0.011631466123323136,0.03367880897587214,0.11755513537215749,0.08441551524830482,0.18962811371924546,-0.044913323984245676,0.10052364927233685,-0.035573701835250174,0.07360941440875257,0.007610797020039434,0.05006115412910514,0.015396461985336838,-0.1504306590076676,-0.028897213261817423,-0.05268861002575074,-0.07752054612482963,0.03212624908666445,-0.05054845456096813,-0.07242494420269194,0.09515481318983378,-0.024306540984633886,0.04915590077353999,-0.013674650203612575,0.06698827063465862,-0.05937353726254002,-0.07881428335949703,0.18764082946938834,-0.03471398787888845,0.03074270322550133,0.08001736733806245,0.07770515710066833,0.03135250787994033,0.025653367407069295,-0.03680977513168063,0.022960684622620776,0.02278398198484273,0.05486817371189207,-0.06270579828393781,-0.08166030266681118,0.06365979416515297,-0.014467592100261658,-0.17464622383581085,-0.08943710212651027,-0.00170426360437082
-43.0,20000.0,0.08491905725427548,0.6491666159141298,0.7644513078936757,0.8831370007941791,0.7762891674989416,0.7634499625439335,0.4469354582169979,0.23162128420222106,0.20508055570674252,0.06211143369382084,0.13001309210479725,-0.007184505315889184,0.09437453912337283,-0.027639935525501383,0.12235337611972484,0.09791176369732364,-0.02615493470970595,-0.05627629281161531,-0.0906966397141481,0.14625638424559181,0.030806455969172863,0.034777380061292225,0.01790689745136427,0.16562972704523718,-0.07615480009944406,0.06659246858013515,0.0755695910584714,0.1691664478000965,-0.0030130757685274644,0.030440785566195373,0.08084087961193068,0.07917624113905575,-0.10036489924510782,0.07425172259705205,0.01940196906977911,-0.07073612009047603,-0.04848949437948373,-0.1445280559079066,0.02880880777721631,0.10889647519173588,0.00806755998607349,0.023193323512286437,0.1238047214769748,0.0821471424522841,0.017502351597870315,-0.04748734781957506,0.03795508040539734,0.12896583869569594,0.10412880442990359,0.1819156949252288,0.15427071895736066,-0.023712848212658934,0.1944418719239444,0.05692379797619927,0.09458675924769032,-0.08457791150038149,-0.07209701032660473,-0.08807694889746918,0.04880998170114951,0.012962489959658038,0.0144667687278095,0.10346692835537698,-0.020127649645660776
-42.0,20000.0,-0.102220243154784,0.5303369268518465,0.8064951487318835,0.7440423083403968,0.7376614730733896,0.720279995279867,0.5906226261539991,0.15685278487924767,0.08658526708169922,0.1952191161154045,0.0733900797435858,-0.05889275296939651,0.03656025735585952,0.15332203632356278,0.173768787833463,0.08902388848913557,0.1489172936353105,0.1443330137383787,0.04624305101191788,0.03054040202715478,0.06504899394693082,0.08045578729833061,-0.07677896553137975,0.1055732959820908,-0.04148977080143974,-0.02548478617065653,0.08748067054063716,-0.06243267480647114,0.07670555556018827,-0.10875399566517802,0.03292824189243051,0.056375862180252055,-0.008720432723799215,-0.08556882638461015,-0.0019724626413525417,-0.0700496399127049,0.06530658927808877,-0.006207990160721336,0.11429372897298443,-0.0029473788327140926,-0.07418961598319268,0.045542792633070074,-0.03293278634253555,-0.014429504347409496,0.11969462938436251,0.0305346687734218,0.15230260707635718,-0.028678272626369322,0.005160077750871059,0.06462369684474885,0.011318540028890576,0.16348315112141362,0.06704711479129548,0.02029171033768387,0.0021400534250523963,-0.037408658941726236,0.11503313346465625,-0.005950251610967058,0.016307681628264216,0.031043849890196783,-0.06463629630770006,-0.017429580069370322,-0.07306968559152109
-41.0,20000.0,-0.012114857900777307,0.4176088833930882,0.6882260231999452,0.7047355715382055,0.7858612479274325,0.8515127127013711,0.5469419221037933,0.3367492552489859,0.35251531733320507,0.24254045603987842,0.04745199770449806,0.1225675801083384,0.1405207635249605,0.22680375306950484,0.01015911372852761,0.007905577481618707,0.02409394077720456,-0.015640834629924605,0.04104980478460072,0.11305078204580787,0.01128945936389577,0.10856472354163468,0.03468500038257349,0.08644416781122394,0.01773488211423846,0.011010052360866194,0.011155857092262949,0.15632258314425726,0.010465767175345307,0.035164523686780684,0.18303170249943593,0.07150708847436853,0.1148388174924859,0.09971745252480924,-0.06579266650750681,0.052325056835131514,-0.14516849737733986,0.03954947585450373,0.017680232672519558,0.07200398249907633,0.013307246259477686,0.012284189114738876,-0.06094776883520757,0.08009931721857134,-0.07573402661409351,0.0687236325516892,-0.057047354784835365,0.09822675443391679,-0.02120202961073688,0.04606553843306016,0.05309582856313865,-0.018651202091361452,0.188200846292257,-0.044771318614584964,0.015363306793136078,-0.039434769818344095,0.030411679302673175,-0.09576122937403186,-0.02244172572689858,-0.030108004961901143,-0.039991742649759285,0.09649056950006181,0.03531234869682532
-40.0,20000.0,0.05405355441750794,0.27505398880672305,0.6879800145519921,0.7177584767547599,0.8742278541688744,0.6796592360276936,0.7436882385537954,0.49821568883228473,0.35810215543169366,0.14546188170812974,-0.057111044082081855,0.12320207654921521,0.028836497193779613,0.23366003674416488,0.1181769153059956,0.005440212302582986,0.07992001320411193,0.0030049868411590533,0.03263510081699763,0.10436766224999017,0.13653120067561192,-0.013577798533301558,0.16867317764878195,-0.08586471377931781,-0.041222086671366794,0.13181230388739573,0.009788595014119189,0.020293116976435627,0.05277683954480879,-0.010085161340707943,0.1134485925427173,-0.08082737078335377,-0.03411077235303609,0.02232896397681764,-0.05154936388772691,-0.02363546975145862,0.05680328186109034,-0.03703126439021355,0.01699351883918049,0.13091039863199824,0.07139112340661267,0.0349903828288309,0.07762837149363119,0.09237745327464662,0.05372173996527339,-0.013717130121011584,0.04911167871791365,0.13546558531232977,-0.05255656435515266,-0.0523234083984558,-0.02284426736801468,0.05494647613218731,0.005896630939340942,0.11697079642300404,0.031514849328472344,0.02117849843249149,-0.016659267527104327,0.07897124699057838,-0.02413754846821832,0.14816567361536578,0.030812368612766376,0.1453619993930283,-0.11303092287138683
-39.0,20000.0,0.05700986381856786,0.1397148206023397,0.3829874967368036,0.5674388955285403,0.8780916523935142,0.6917645061552501,0.776178155283257,0.57698080847913,0.4711034842375535,0.2799299861525216,0.108408423029049,0.16086998515676623,0.2601424178911444,0.13385970345400014,0.21869861249091,0.11169386787641997,0.03725443661288542,0.16192500622734896,0.0588440291432368,0.09532044362204245,0.11830811245609077,0.12479957933229294,-0.025916782864430523,-0.03161517793515032,0.021380137843876715,-0.05880331500352677,0.060820387141822245,0.08512615686239113,0.06737474832854749,-0.0757318849007407,-0.023756912488245435,0.06473341149531167,0.08265180414167599,-0.07396748314230106,0.020684620841304544,-0.11146396683709849,-0.03509669502052807,0.04069853175102686,-0.022091664887319784,-0.029633375549355172,0.1168735349370551,-0.03917709296218035,-0.06700340429302469,-0.014175551496373475,-0.01955350709124635,0.006567059038272285,0.03303023692253572,-0.0229831914705246,-0.0015679388317251068,-0.0193906509640802,-0.07029821641564273,0.03037519613081429,-0.03174818533559184,-0.02934762353350779,0.09693284792067533,0.10101510855560086,0.08676330945834008,0.01583516810442176,-0.004270018011024442,-0.005071584202776449,-0.09652015690629118,-0.031086971688960685,0.07762182291198595
-38.0,20000.0,0.0648172311702154,0.1229892167655261,0.4573599299077135,0.4021651067090625,0.8402882215470102,0.609109506600326,0.8846249854624075,0.6293786688483524,0.5484067111260839,0.25150484444989385,0.12412291626867913,0.10353950597548157,-0.0036635848236141327,0.09011056451128281,0.15497223070072508,-0.024939912240024634,0.07050201666707484,-0.006917388940288496,0.0432693365238543,0.02718021291718161,0.1487092414622967,-0.00023668285435004405,0.09003885712012552,0.036513774724274736,0.011064138484314916,0.12402742507709043,0.03481724638633592,-3.875470809277387e-06,0.0009959970151593826,0.039077333743725295,0.1048381837179642,-0.09701249989298584,0.14041144759369456,-0.03677589968745053,0.08437330911415367,0.0996007798285331,0.0030715481565625887,0.000958266470744186,0.008024689588398314,0.07780245676227959,-0.025899010526053756,-0.029203819731569998,0.012104699470631454,-0.02528806123104671,0.012044145579133796,0.10166898029054922,0.13620060036792975,0.14129258413776732,0.0899316693373563,-0.024142552540043678,0.03434212596484998,0.033152526006956284,-0.029921366353925692,0.0715276221231275,0.050802491906801014,0.02905870915932309,-0.03220485190475522,-0.10237932917720152,0.05504847033159255,0.07139239043794575,0.001643184734258004,0.15135496468838888,0.041215903924236616
-37.0,20000.0,0.06762735351006374,0.005522806700466162,0.2518739827584262,0.22375678638357932,0.682288862073636,0.6404028208203767,0.934220137937603,0.7487694764886393,0.7993049516118323,0.3868657537935438,0.27307924626020585,0.06167847063006332,0.0921608591074177,0.09941781559527012,0.1908021745311398,-0.024230429751442184,0.15080853430386135,0.078085505834503,0.1446768691661749,-0.016473725652221556,0.0709747780475413,0.10891049745237916,-0.08672218088999403,0.040189192479163076,0.023634581709313453,-0.0024573171436022972,0.06351575758862565,0.08872109953200859,-0.03300202419519206,-0.06017435992387227,-0.04662430476828575,0.20392260945358792,0.04075095817040872,-0.05666057639849812,0.018060443938441476,-0.05502434975316443,0.08442561960153892,-0.06294685896775284,0.06615812360750863,-0.06601174430194037,0.11431799922436599,-0.005528919149603739,0.011201887396052997,0.10501867081817284,0.011847348431145373,0.004296758875639741,0.0429328963308673,0.008042493311807217,-0.004369234941551883,-4.234564406672969e-06,-0.057685084391040795,-0.008004438720102145,0.0600823887962834,0.09398429677235269,0.05719102923459189,0.08139918331157457,0.010841100439054358,0.0645361323835251,0.017704743251656573,0.017873958603929985,0.051583125722544795,0.017758048992175136,-0.08084593706888363
-36.0,20000.0,-0.006206995514146493,0.049675394004235034,0.24179477741352617,0.3230021767940612,0.5273160172046586,0.41396007750592123,0.7437708898310873,0.8928646209192904,0.8308142819750315,0.6009754780640378,0.2760307224142657,0.27770141379196084,0.034333123032459785,0.10251287926472488,0.03896267103477758,0.13758547388561415,0.047589461135859046,0.12868922257334298,0.059120513375216954,0.06239419857664347,0.04841822779568879,0.24600186943053434,0.08201824616237002,0.13554785525352114,-0.026792890714659914,-0.05866951349538452,-0.004655210416471781,-0.0637305291242395,-0.0007149975351140314,0.07323719576288956,0.03530103209991163,0.020393944875180106,-0.04954985372701423,0.1131315616366988,0.12535197171566906,0.01847301502931225,0.11406377374316506,0.01698299245480581,0.008492262669471777,0.0445456559907622,0.03663389389078076,-0.04622740984734338,0.03364209865041266,-1.078302861260566e-05,0.004171467943616117,-0.049428126849605125,-0.02512466317719563,0.14177829690157936,-0.032610451574299384,0.0007415368615799351,0.056847612060714904,0.10835299947849705,0.040741132741020016,0.014110256272848825,0.010913800495856956,0.008836108041426143,-0.04971617641348133,0.07757350714263833,0.18754240555132018,0.02730074174065255,0.08694051788417984,0.013585564326576713,-0.06701207646106984
