Power_Level,Angle,Beam_0,Beam_1,Beam_2,Beam_3,Beam_4,Beam_5,Beam_6,Beam_7,Beam_8,Beam_9,Beam_10,Beam_11,Beam_12,Beam_13,Beam_14,Beam_15,Beam_16,Beam_17,Beam_18,Beam_19,Beam_20,Beam_21,Beam_22,Beam_23,Beam_24,Beam_25,Beam_26,Beam_27,Beam_28,Beam_29,Beam_30,Beam_31,Beam_32,Beam_33,Beam_34,Beam_35,Beam_36,Beam_37,Beam_38,Beam_39,Beam_40,Beam_41,Beam_42,Beam_43,Beam_44,Beam_45,Beam_46,Beam_47,Beam_48,Beam_49,Beam_50,Beam_51,Beam_52,Beam_53,Beam_54,Beam_55,Beam_56,Beam_57,Beam_58,Beam_59,Beam_60,Beam_61,Beam_62
800.0,-45.0,0.03892150857115561,0.23946244061392585,0.2749075174523951,0.2380647647286447,0.1602260387285975,0.1590580449981773,0.08072281082071212,0.06977997011649499,0.04755143516566728,0.02255382193647122,0.045292936797355764,0.032138151172964834,0.06725428514313954,0.02968811803705607,0.07427366163448848,0.05748146020987013,0.01922735641183274,0.06441558623810334,0.04838188603041565,0.04347408198055675,0.028440622663602873,0.018480734236190927,0.04505073247083855,0.02144819187640936,0.02009833847906453,0.025479820837179284,0.020971276289892943,0.045598498761693154,0.014822692683970858,0.015322250037300075,0.030133343957774443,0.0399582311576499,0.021251028031868124,0.031119296349517416,0.013591349517441141,0.05029493548898703,0.042698102901543265,0.02117545393985824,0.017735487425855886,0.03649701920168596,0.005280433105659783,0.03746182839746053,0.04189813551281516,0.004423187637957514,0.053853310577912546,0.05975616150275218,1.3709632688248075e-08,0.03277308980605974,0.026881675801378173,0.03226498788358372,0.02328670106582381,0.03521188010802639,0.013656188924315296,0.01150519980683027,0.009749932893616017,0.03459364166814131,0.00581263920082893,0.023896522289997554,0.058186687906013564,0.031138989357761934,0.020620219856551856,0.05434303553605964,0.010633559447285517
800.0,-44.0,0.0287333403396281,0.2016259310674405,0.2651390874803848,0.2692425280098229,0.18673326877055668,0.20992061647720836,0.07033488496080116,0.0974831738763313,0.07287651233295724,0.05024255143247742,0.04155956987489629,0.04526782803010373,0.05313285201289744,0.03514838972503849,0.06690369769859753,0.055329151543843616,0.0403007879201135,0.08972826700019379,0.04766727169614265,0.024210377161279224,0.031336520891889943,0.0407535330298219,0.08355225338399808,0.040307347719593406,0.04636814502526904,0.017639232851211935,0.02508641312717748,0.05562052546125498,0.03366953447435482,0.04800373525863466,0.023541012141453207,0.05314072004781509,0.04579376314685214,0.014764050491235454,0.022806910893055317,0.02759990299415029,0.065200367210812,0.03629264689770946,0.0444121668817072,0.04716039439951568,0.037693822722672285,0.08282063497108605,0.002888455960059686,0.026798614415149143,0.06454628147833527,0.035494801941543974,0.033497430899175874,0.008620405208620334,0.013292260091455826,0.039075601659309726,0.0516350528783617,0.026723130863907457,0.06876927352277686,0.04916054227686802,0.05801706291793806,0.04679660368368336,0.029849422013339393,0.037786469051745986,0.0677573948241564,0.012338263921045374,0.03398333073479968,0.054099368100150785,0.014745579531071971
800.0,-43.0,0.03465161134567573,0.20649290449714294,0.27263952291435417,0.25087861420123875,0.22615183576518594,0.2420997527457901,0.14573033696486537,0.07907109192448614,0.09306984864265305,0.07054138266598951,0.06860279683067906,0.053955996543452414,0.05911791635873034,0.01236721792572332,0.0675750094902703,0.05539051892886327,0.05645117332144448,0.06512392789687528,0.07325392144417743,0.05870628726230707,0.0609908516422122,0.0738915819288895,0.07539636888277217,0.061087078699990444,0.0583993949789569,0.060156227384308716,0.058432517394945205,0.09507270186837308,0.05539331006851556,0.05322452694732083,0.05308789461311443,0.07004937679920542,0.05695035374979154,0.05927277798014662,0.051444209805582806,0.06914316012912973,0.04712437387236834,0.0384163186857632,0.03792926556343947,0.04777548682231604,0.037263301771746485,0.0504695666473531,0.030575058600239905,0.030660337893699426,0.050906860575422076,0.06290967667141957,0.05554412743167139,0.04291946097793592,0.04569769221504603,0.04497227421955188,0.03309830088049417,0.03358622495549403,0.054736533184707385,0.03765774191530427,0.04406042426625299,0.05701348045572836,0.043401150279885274,0.0290287493827015,0.03059558954905213,0.04967397880425113,0.05260004824228873,0.05530064181016493,0.0448337026027454
800.0,-42.0,0.06331971884528736,0.19474487627549278,0.25886642260688775,0.2630659029727694,0.2318541882495618,0.25557336860897273,0.19623245800618877,0.13472097183379658,0.12978953035457738,0.07195443023431682,0.05376421392669249,0.03896203221321751,0.06451522911125665,0.0465627743791834,0.04630649966453214,0.06391559163928713,0.06192911107538982,0.08865872296234828,0.07446920206551512,0.0625358722692341,0.10224803474225365,0.06417782701481965,0.047125887006706245,0.03199408905022889,0.04024159477123001,0.041478775398286497,0.04929087415960158,0.07645802439158192,0.06341561268530031,0.03523905838967788,0.06618098872695254,0.03885358922068926,0.035414237636459775,0.04589808439860886,0.05175155662362775,0.06623068547972735,0.06244848391750481,0.04510990848800329,0.05899652866091299,0.04975177277272141,0.06243861888939411,0.07833930342366988,0.05286112333939705,0.052266498587642804,0.04583069024767591,0.05710405780358443,0.045871070939272514,0.057838528693670316,0.021804096534405196,0.039619911892046826,0.04096169757575156,0.05575908810976205,0.06085621200809002,0.041349761968609955,0.04446598561970191,0.078035206276837,0.03548258315742239,0.02556710641480199,0.025840406521573524,0.03254870907657226,0.05617252737854624,0.054051679213121345,0.036888579197438064
800.0,-41.0,0.08399053264887006,0.1373079484772848,0.23988575287823224,0.2698913003069167,0.27762050107944247,0.2635734875696952,0.17752464037451543,0.16714234326776745,0.15347762238393234,0.09625092437976158,0.08473786918513136,0.06462268597180831,0.027988822257747407,0.05950306323727546,0.046631849298602965,0.0403836375157592,0.052373284100441765,0.08728863087694491,0.0789786626942916,0.07991759226829159,0.07905979460540365,0.049414954963855236,0.06803245686811119,0.04922667105490781,0.09065583774325711,0.0614268731929125,0.05187760197400874,0.07517618332295233,0.08842859490055703,0.08439062122648622,0.060611406653989036,0.04998280240792543,0.07202762817292716,0.041882708545518496,0.0746274280624492,0.07994316811806654,0.07006123746828856,0.06287370218305235,0.0801215841293838,0.04195144775673454,0.055843284520820255,0.06685366934324785,0.04978437139071264,0.02992621991268927,0.06244634513757574,0.07318858741186686,0.052883506815609334,0.056650907736541335,0.04260668499783316,0.02838180456856232,0.0664823828630382,0.05056712701609342,0.09220493784157399,0.0850377338956058,0.09844851554058746,0.09167166021614663,0.056908180293557174,0.04154424635295927,0.04040464323552272,0.04827602560825324,0.04888840522060005,0.0342294378460116,0.026483975981038098
800.0,-40.0,0.053659167408582835,0.11741087641024457,0.25210588819362373,0.21133477761939484,0.2818085046201368,0.27667558688942145,0.24897107175232838,0.22970805460317326,0.1652911394391186,0.14601535010551117,0.08422472806295109,0.06956828027666498,0.06218369668222797,0.08180087979561881,0.08097912243690045,0.06170178857740366,0.05672221229076788,0.07366505257537914,0.08526214590565083,0.06329732023847018,0.10383560289255685,0.10062132137515349,0.06483017404896214,0.0598715751427904,0.039978338248199435,0.04729481352853377,0.07473439815206792,0.057203838461053126,0.04984499263829607,0.05916447457458024,0.06744822839533153,0.07830042417168043,0.09859174859210332,0.11106375437632468,0.07504998057197834,0.08571917774854676,0.10415927313683576,0.09117345876619745,0.0634005740141507,0.09971219992998276,0.038873652564992756,0.08397399178086136,0.05609837797884864,0.04662385153236397,0.06341715695089326,0.06720178788843116,0.041744990003587265,0.07574035551040183,0.04642762551742749,0.054802775500000254,0.026117650862366535,0.03964547632327406,0.0795726287388091,0.06787657640715855,0.06708514767018178,0.027468831365694488,0.03852554889367069,0.03143322186908,0.050207080497252234,0.06132233806435628,0.046751368883517275,0.03271264971709419,0.05565232800447144
800.0,-39.0,0.09907081484763126,0.1129913620745686,0.22255013810889082,0.24112261178956046,0.2865008808461222,0.30410774394683937,0.2263453135731119,0.23211514490558025,0.17774542090188736,0.13424208632923867,0.08383157556601034,0.06676991481721382,0.08060676602333236,0.08318117570046697,0.09266457042742025,0.03759760598732216,0.10129543488591664,0.07712078554759261,0.052754456237291955,0.06662932265456216,0.08030378844228374,0.08310721090536276,0.06649292764320079,0.05922210534776211,0.08322417873909724,0.0903816657907377,0.06443301848019518,0.05716089993237474,0.057464208889534504,0.07840270291050258,0.09380495675149116,0.13425317242950907,0.18036390471927766,0.15426861506263329,0.16368061082952698,0.14427175030441014,0.1664116435342794,0.10579187642255693,0.13410531204485943,0.11039199187316456,0.05702554955322546,0.10096674347751099,0.05191592238183838,0.046198621799378635,0.05595800071289876,0.05143963522801851,0.0642961499552118,0.09003998536666415,0.030997201577371607,0.060728191299187204,0.06097565720787437,0.01934637995553033,0.03228974222159785,0.05406388483578533,0.07459260305838203,0.06230333175899911,0.044389411955748775,0.039751484350129575,0.05836257162827931,0.06745378969729068,0.06431896712109707,0.05854140798960054,0.05141845372089225
800.0,-38.0,0.08364872519189555,0.10284607433139506,0.2185293757939769,0.16970208566905298,0.2775101058201083,0.25867351851105513,0.28304637688253237,0.28572385649497356,0.2073114852867577,0.17492380795755316,0.11064552142445878,0.10863151402184484,0.0758802562068077,0.045509587765083646,0.06417066543400787,0.05982073744107728,0.08715838551435913,0.09579872736157388,0.08096967023925214,0.10748162384012923,0.1384606891908031,0.08385006338413152,0.06314750453147269,0.05198251794212015,0.0604308437947675,0.07769667050224349,0.09415820882876,0.07558264035782498,0.08522782764902158,0.10178494646310926,0.14685268112236338,0.18493235879949893,0.22941415365510248,0.2638747583699321,0.2591486870018084,0.26204167897322345,0.21856663865153264,0.20853212375139324,0.1345365992908096,0.09597839669321004,0.07807098559123243,0.08240510706263698,0.09554830599940926,0.06214524742827736,0.05481567875658634,0.04574405454658029,0.06395389473480696,0.10831666284911566,0.0567056458274222,0.05245879170559228,0.04891165421195284,0.042782943073155166,0.07044641326991505,0.02332080525970776,0.08140609744656102,0.06144027346077038,0.04290046922545654,0.05446148170915843,0.0746057830322264,0.04753720997641275,0.05654410880293401,0.05577426735017262,0.04726969626770253
800.0,-37.0,0.0822268404009645,0.08572575038003806,0.1346626338461588,0.15216376870867399,0.25323886948641205,0.25331027673401735,0.25034451968084986,0.33218327352121496,0.28114772624950685,0.21734067621928788,0.17508258387756928,0.1113527808255472,0.04567198282166575,0.06961769642909515,0.09103859116808091,0.06424415421056032,0.08240260620452729,0.0606555890312511,0.0406499142399314,0.08182365556284216,0.12931230347467293,0.08002815586065189,0.07781250549298073,0.06770908710455067,0.09463855655581525,0.05808720009979901,0.07909516065538531,0.10051035858416212,0.1137450553758943,0.15466972172021282,0.1938173532625519,0.2676618314377252,0.3415719096703621,0.38250500843561225,0.4144457366383337,0.40582888193059663,0.3494518518514788,0.29349456487031456,0.2264635444387448,0.16728758164071894,0.09329266768460652,0.0987290494896983,0.07409280312262712,0.08870970320373026,0.06862109762514972,0.05084571850582209,0.06535626658583964,0.11621224813757994,0.06126658660340354,0.06842518358636268,0.07111219623253053,0.04799142784001227,0.0646677864381671,0.031947140451439315,0.08129945870049124,0.033771006690989376,0.05338009160130188,0.0571070460317839,0.10380959119458598,0.06713650695345219,0.08161290002365304,0.033780199843503,0.06827204535800956
800.0,-36.0,0.07784311053417957,0.051973905125584446,0.1482374448240402,0.13725514605008396,0.22023599924793963,0.22060871728884712,0.28717361767408345,0.3590361289290127,0.26333902634998557,0.24917146099251103,0.18776853601872434,0.13304532912831524,0.068718285092915,0.08479130521219258,0.03143528785267843,0.03960261845188295,0.07635661948978395,0.09492300877672954,0.05391697924310289,0.10123674017653238,0.13734833163977425,0.10031449673037436,0.07099899439166116,0.07022743245405,0.06095597091207472,0.09387246158951373,0.11851884996073613,0.088086822135159,0.16108909021077272,0.20911551049210098,0.2868702498522902,0.35997033417418905,0.45818152361904163,0.5591918882768465,0.5612830218678119,0.5431588500776909,0.464972580885899,0.3908721492499959,0.28653658489152456,0.18404791137614465,0.1161859150510316,0.10090715855290394,0.08804736868751206,0.09650856647615168,0.07719926059186333,0.08389412133696317,0.09473467385560316,0.08477941643851765,0.0606845762103614,0.04936447565783722,0.04737074292110704,0.048862280896320574,0.05109147840608343,0.09192345559500836,0.07981021214386981,0.019336793718208654,0.06788918368684463,0.04440454104068492,0.10390095712098339,0.05996362392795012,0.05598760226166134,0.013398892500191769,0.05597336252065864
