-45.0,1778,13149.938652739838,68434.8432277263,73605.73283370156,72682.66576417748,47877.75633743584,51391.11381429041,23339.06518197952,15684.486473062783,13956.811597316197,12912.542290612131,16492.74649588071,16914.62177147209,14441.248157152177,12812.284258626709,18384.94253930384,17684.182918012724,15754.452709975363,17569.194328829046,21249.602550659936,14033.882863012772,14023.208619314972,13798.378485092368,15386.757005125097,12586.965089140913,15183.86052463829,12386.334346643584,13231.436660452766,18426.338022937347,15881.974409854116,13966.791747032728,13465.753458551062,16675.08967076923,13449.87836777371,14531.291895093264,12704.992153970034,14816.35382236672,18712.3651633343,12674.093601871273,14525.788772789729,13559.80495689312,13452.572296406048,19435.19585787164,12637.588267858144,12774.37299283136,19690.99472754055,15626.961904126858,11830.11304955668,13054.091386911416,13547.371688323175,13656.44230242593,14454.916808153768,13172.619971063286,13064.75326015905,15699.481651491216,13503.58864055073,15081.003302640347,14103.00786886322,14096.043508896111,13574.51697517169,13137.661228942805,16597.348518418683,16441.11214628289,13787.672746198252
-44.0,1778,13876.709691660297,56731.20517836562,68488.67898652599,71842.14421648899,52454.4965090187,56004.24070641429,29298.9427873596,18421.42697835054,16808.64613297792,13195.7472786841,15466.305070245086,17128.638220974746,14469.64690247735,13482.394911738347,17576.209452152725,16128.334141208685,15198.678523122948,18009.70098864637,20065.32946470102,13532.613914461665,14438.445971427758,13556.697742687937,15716.973378064487,13526.31588815001,16227.701114602858,13817.576308273015,13750.660344926617,18506.917011881287,14766.02237096574,14763.010904633638,12600.374639441132,14555.696077105731,13674.538342743695,14893.478377729556,13304.424434295745,14666.679453251523,17676.327922303946,13450.276681614869,14897.318558449397,14224.701337914325,12728.849369066656,18844.47577697945,13152.919883237366,12319.497913526997,17544.423940371402,14237.102127626567,12645.333277167814,13979.41314043118,13447.77363997577,14238.42223077352,13599.200585968558,12577.681535469444,13969.570767267058,15455.829848366566,13616.823814991,14317.193029521148,13767.89870408962,13985.468931657517,12714.142206069584,15315.650642345863,15138.02572795541,15840.5316638627,13371.075009696697
-43.0,1778,12956.458035375505,51188.92536851154,67914.66748022259,68484.24701323258,59119.58775418837,60634.73922340632,34848.67825063183,24868.31535726228,19945.389591541207,14535.8041068194,13832.57491371476,14176.990680595663,14598.4002457752,12909.659802108126,16425.327039700547,15962.978684795677,14667.953824823166,15278.965083386309,18710.530479471963,13927.365384353625,15134.561023432258,13992.61317057021,15116.47296479276,13050.120442278156,15634.92609845482,13910.400992040431,13568.105607506192,17662.18739218422,15479.092994049406,13716.659172115864,13405.955247630453,14281.388706964588,14106.739402625582,15082.023391839277,13301.273064352106,14217.4629800091,16017.735486330586,12970.830589356236,14871.642978256466,14215.1863650475,12788.732832407895,19219.12382470041,13426.346108237492,13197.936100213788,16413.062992862582,14594.509643205702,12878.373086197227,14948.940770121952,14390.349386054648,12885.31456679696,14098.13188446586,13423.85236849247,13573.27746683908,13184.959864808516,13579.628168834506,14895.803937912886,13759.802292145803,14019.4187292117,12916.24126390897,15386.62079197856,14504.856683518618,15150.451834742673,12512.046870708224
-42.0,1778,13706.062389392362,42058.93593471832,65033.66904850917,63843.34818927672,61915.55762854461,63977.810667178186,39859.799907814784,31352.55404415344,27687.50855085445,16403.764409041258,13092.824111014528,14211.274729402345,14913.135994119835,13887.76056536186,16213.679130129816,14949.88542369152,13723.3200093621,15719.148277153872,18026.29226669272,15228.494379545304,17376.508992040388,14607.853953817796,14900.472642375107,13383.130225628056,16340.190552256903,14169.004184533413,13945.811243824246,16829.309142253012,13841.553535114715,14998.682205286024,13125.651074311358,13866.961426162428,13159.802568271054,14075.49308286077,13770.633374318655,13733.90900922662,15734.170199711523,14265.495099971042,15008.60581041687,13840.465306963142,12038.60771495948,19077.113914230154,13832.977056884696,12522.201813573643,14323.532579334556,14590.679173830074,13233.568769096531,16873.15704589792,13732.149625171443,13546.301278144523,13742.187926591178,13921.070357141434,14923.131307485568,13131.327535928714,14853.6116213101,14320.145922545293,12892.492888459812,13016.707552941034,12944.676207181812,15082.132441547514,14252.159159500832,14595.502375857744,12943.341505560782
-41.0,1778,13527.708984262374,33767.24200495817,58083.28857832516,58818.4807718357,60466.492301530576,62185.11814497522,47302.554117080144,38743.265311804455,34290.63890527614,20116.71021358991,13333.88148266564,13264.998279932746,14037.129652740456,13219.290696990938,16480.16511732779,13980.65800830874,14414.05318724758,15377.506072896718,17548.81607039496,16557.267116643903,19273.35933519309,13700.7536822439,14117.072628388763,13620.095541676514,16037.188514194271,15074.85120584186,15628.555401212636,17217.18451508544,13665.807294045266,13082.64122194298,14570.958519033537,12494.701446126972,13021.193572219488,13706.7782529114,12892.489981381572,13320.216045260471,14831.216225704107,14621.470196693212,16012.76809941233,14204.99473461742,12696.076818532514,19905.95516306968,14138.330108814303,13232.994339227062,13473.729616529045,13752.838236569638,13495.304634590158,18807.159990999196,12610.377848526976,12601.020078649864,13543.433032021512,13211.243058355518,16280.170100600484,13146.781454438951,14918.893582757071,14347.248495408245,12931.406129608731,12629.514024732109,13851.055163270756,15528.2461394214,13525.413119358978,13598.584793804244,13250.775852687802
-40.0,1778,14750.935640511789,25423.22930580136,52804.59403996071,53526.02500884674,60354.33387628782,63619.57039283113,51611.2447685301,48501.71209040619,40869.43237841537,25684.02918294104,16048.275277407589,14006.666203401048,13665.801467945095,14061.232998938129,15735.2155562307,13876.27057560935,15499.719642975837,15014.369563116748,16438.40345012924,16684.782127506987,20965.731418048912,14951.012137232092,14231.315614445186,12876.23785381194,15492.743090589098,15723.983577444633,15530.70299194824,17031.892771210383,13898.747843460853,13285.736078744882,14737.976743849646,12757.443315701454,12970.190298843208,13961.973317435137,12433.008213485584,12721.56939463643,14338.12955551131,14384.456217566716,16136.149684069163,14130.796788061114,13505.584936860196,19691.958491920468,13421.413942636136,14509.214752692997,14615.64522515,14281.723984578925,14450.365906046278,20040.80287670264,13485.473817711383,13661.7411168361,13276.579054164897,13099.774223524606,15867.862050607151,12814.19875170735,17640.446673264658,13813.276880264784,12930.846938517894,12362.61301615728,14585.166876186546,16294.616834578985,13107.289375356551,13401.682835497606,13715.405892016655
-39.0,1778,15111.053123599357,23112.682746195085,45583.40452834914,43945.70225504416,56288.77575240411,57043.6162577298,56114.99805779864,57069.11754544903,49528.90999242151,34368.77722200328,20651.3930954615,16179.620165099288,13523.225706096717,14233.560225083922,15399.433634205729,12896.739198849426,16520.45655554573,14731.922672429682,15153.248288637707,15662.159004961622,21194.78402924295,15611.48905009333,14407.72060874202,12623.088347944631,14760.041994433266,15491.045426243089,15856.981321876468,15117.033735489124,13542.019891877604,13445.357669419804,14866.007591498466,12706.293610190203,13380.76776295921,12841.511194402488,13372.621609807207,12877.770568612152,13512.256996549057,15520.984145079645,15236.230167432115,14331.91209923728,12576.644780877854,18706.398320417476,13653.69570937303,15853.789128106444,13089.646454109445,13724.927509181647,13641.785108082218,21105.92791079053,13443.95955858582,13874.858200035218,12522.46531292658,12717.748413522588,14570.277212846811,12648.440469594185,17709.08481292401,14153.022286550706,13147.525380339308,12730.70588202707,15920.294026577145,15752.309161594356,13025.01716511133,13656.757541590576,12763.314006351848
-38.0,1778,15066.950124340785,18442.926337329616,38031.84374486534,40067.632534777375,56623.52856109514,51187.48619173955,61299.34010783158,65747.16916485885,55348.480304754,44288.91007476645,25150.954339657685,21473.984919951377,13310.62820940503,13265.992385358002,15209.714708081783,14091.381610977009,17613.816968861476,14750.202485204702,14539.833360948223,15673.238386060422,22588.280822551205,17569.446921143783,15348.424724713928,13275.403333974042,14450.580709216552,15265.28413381096,16070.83693588561,15088.369723178854,13089.08168563104,14234.930466201757,14932.38013180036,13235.01198621302,12811.035402015035,12694.019079777298,13754.791907866149,12510.508845670016,13984.170594720505,17035.25515095194,14572.380374561417,13601.722795530768,12807.816880065428,18091.570053429787,13620.98651883102,17454.475342206813,15207.051934435138,13223.458229879536,14128.1377067821,22802.733897988142,13056.797872899768,15674.422940080138,13240.890975559128,13107.670643626516,14312.20349898662,13668.962127509642,18570.467743830068,13412.4863637432,12864.423794297252,13372.57222073419,17487.78267001963,14785.65034262694,12910.36244730766,13703.82717680341,13306.25439147996
-37.0,1778,14864.826705980227,15669.045126500698,32537.277527509897,32844.66343661265,49889.59774699524,47079.69654418607,60327.2167112003,70546.33855765339,61729.143338007314,49441.76597888593,32499.299288459457,27509.018426883576,13842.48652656719,13569.190141818875,14531.300918742028,13200.504826805483,17430.60631541981,15368.399164554748,13983.87093122056,14811.711265696282,23350.729971300992,17271.078125864253,16386.461335835244,13089.160232581598,13809.562385622226,14224.81736790862,16676.784245885952,15050.226437321224,14398.181750402531,16079.159115679891,15810.69048660988,14098.844724800969,13556.49646724394,13792.82122513275,14429.79602247492,13266.90282954428,13876.183799096114,16276.820276297913,15011.241636307675,14021.47115063845,12513.179614038849,17911.659180985065,14107.52950298338,17960.417970227725,15576.115936258537,13892.518311720138,14024.43543946946,21220.028335151623,13612.300172544245,14715.13061152506,12978.668057631534,12146.367725638022,13339.33580554633,14075.72739614704,18411.170857206227,12681.954328887876,14021.0160355093,12837.880205863714,19553.82268518217,13669.644378861116,13716.474619088383,13390.380647152895,12994.861245135451
-36.0,1778,14514.918757888292,14391.736269236975,25223.29410857917,25627.69078110452,43084.16326341823,40372.00858362418,56819.10539449285,70864.23481744438,57266.538320551816,55608.47462897065,38292.96208082324,32360.42822030066,15710.997503410388,14297.209492185422,13777.53696685757,13522.6075645611,16538.541379824397,16442.587702371675,15119.26972014404,14013.886169360165,21253.921476591146,17728.91732677539,16600.22297384322,13148.60909018338,13922.26781647682,13098.160541582827,16200.153385391352,13584.895459216688,14038.651708780686,17655.649213199074,14482.800574278184,14561.133974303317,12592.587378419106,12229.23112829396,14975.126115587358,13763.182223135782,12999.307092898956,15841.83447293358,14365.801261115075,13667.634983689804,13678.460521681332,16941.31465892844,12437.518709755595,19176.65598224842,16002.077629317566,13898.161587269004,13771.992305638703,20688.13273119528,12697.125882147717,15762.684823478852,14029.485455546604,13095.369552029188,13533.093563168011,13424.180552754277,16709.48354447276,13016.14436942566,13816.111333700488,13315.713516352494,20097.486045649155,14108.820729579096,13093.08972582969,12591.228965689152,12079.451725869516
