Angle,Power_Level,Beam_0,Beam_1,Beam_2,Beam_3,Beam_4,Beam_5,Beam_6,Beam_7,Beam_8,Beam_9,Beam_10,Beam_11,Beam_12,Beam_13,Beam_14,Beam_15,Beam_16,Beam_17,Beam_18,Beam_19,Beam_20,Beam_21,Beam_22,Beam_23,Beam_24,Beam_25,Beam_26,Beam_27,Beam_28,Beam_29,Beam_30,Beam_31,Beam_32,Beam_33,Beam_34,Beam_35,Beam_36,Beam_37,Beam_38,Beam_39,Beam_40,Beam_41,Beam_42,Beam_43,Beam_44,Beam_45,Beam_46,Beam_47,Beam_48,Beam_49,Beam_50,Beam_51,Beam_52,Beam_53,Beam_54,Beam_55,Beam_56,Beam_57,Beam_58,Beam_59,Beam_60,Beam_61,Beam_62
-45.0,20000.0,0.08613351000419184,0.922251498209016,0.8666881906209561,0.834597473187612,0.5584709747620752,0.5670041614925637,0.23134555911742918,0.08097325929850127,0.06723665880158153,0.07343745956730383,0.08598748453605586,0.13231226374811902,0.07396246234229113,0.05955935597270881,0.162210313157103,0.09476355117950341,0.06920283162703644,0.0738870158742651,0.07085068404878296,0.04288652994404771,0.05383100451986333,0.03715639466000335,0.05258843822841369,0.03883090998020495,0.036930646841712045,0.03969509361249024,0.020977198139751144,0.047236321861887635,0.035009590556011334,0.030172489933759837,0.02465081023139977,0.03171298779884866,0.027469765059806295,0.02473215233312128,0.023603066743079944,0.022388592530970166,0.03238183427017772,0.020158791936292792,0.027254334941808078,0.024449008172821248,0.026801223076198477,0.037420364203264424,0.02553073569241294,0.017353436904480643,0.04357257449153801,0.03921072324790104,0.026961851977800284,0.017346727038518053,0.016058277878851217,0.011833105736878692,0.01565085086251651,0.019172481760946897,0.013237293855035472,0.01831410951926043,0.01804151516167423,0.02072385279319472,0.022583497250952215,0.01411839972489437,0.015085105068449525,0.022446508424776388,0.029615763923285143,0.030205170261547,0.019050353408465216
-44.0,20000.0,0.08020626482133385,0.7962892246101885,0.8915710345374125,0.8471489656590736,0.6683857170700067,0.6325334646089806,0.2671112892710599,0.12724013622545874,0.14076270453380793,0.06320242612948912,0.07384576868005521,0.12148996185918437,0.12217890666979139,0.08030609692576826,0.11962734379266318,0.10816871476267914,0.06273848163180916,0.06521329970994541,0.08132684643044155,0.026464499277082332,0.04882484053567773,0.04137373549870042,0.05512290961491902,0.034006750193593636,0.05662025016088218,0.027287619330884454,0.03180722720616682,0.041830983897624914,0.03014843571029775,0.04560362817098173,0.03381249579053045,0.023368344161015877,0.034209263937618736,0.027654235330197202,0.02863438648974871,0.0273496385859167,0.02764465937127877,0.013129933141156425,0.0327523641456074,0.024825062210649656,0.01850603678785911,0.0375315567241895,0.013227642589135604,0.0266259082972241,0.04610692038736121,0.02679586646528526,0.025672536548982383,0.021641321466285612,0.02186420290653192,0.017244528403231006,0.016701067818694022,0.02101907086247848,0.01807105510227062,0.013526016861372319,0.018911146609721007,0.017480221559511087,0.02030166465586061,0.014444927937214918,0.013612807994708017,0.02527632610132436,0.02770171353359981,0.027696563185095793,0.017399511309860376
-43.0,20000.0,0.09908066206525441,0.6723121179357516,0.8323796861538302,0.8298566754317767,0.7729239712903682,0.7535360156635137,0.39854310541301075,0.18871095627489812,0.1866594687343175,0.12045414489023697,0.0654953442309629,0.08925572531012696,0.060244203017526136,0.07827534852622688,0.11834661750015031,0.08373057704151128,0.059728439808971905,0.06303503214927658,0.061171263703209265,0.059271688526665915,0.057735464645605715,0.04987706682413016,0.05819525267058175,0.03730267840283041,0.057311525776619,0.028699043124233697,0.0356607316913733,0.04115637429135694,0.036121701902979295,0.03506564117772237,0.04563228249065404,0.03300144073238239,0.03375012590185505,0.030045868696700406,0.022414275530888855,0.026700408326002113,0.021236785392733565,0.02090239719628254,0.01734759446814029,0.025126976883392677,0.029880289922810572,0.033709634787532534,0.022147473743433444,0.025560627971696944,0.03362771653795157,0.023201471466762918,0.03407663901347274,0.025873157991699924,0.020470042950271012,0.018064366030302547,0.017418164442502444,0.019419712569072725,0.015651965416416808,0.017801502678378607,0.019220495573459773,0.01405842674671957,0.020048019778239806,0.01466580495517622,0.0171375020490882,0.031655912786647936,0.02369906194779289,0.01959919650042716,0.016097620846532157
-42.0,20000.0,0.09642635031527372,0.5627127002925755,0.8555759464230629,0.8108635185117562,0.865985970264971,0.7653307700193039,0.5373471004417927,0.2787410191162314,0.27427765496050205,0.12815192352751112,0.07748725240911404,0.051464120273822966,0.0845083217327937,0.10161173554157633,0.09181241377339126,0.10604110347131361,0.07100737902699533,0.04486822075550346,0.0701654690031174,0.05185314141824528,0.06699637065444455,0.028883186071717065,0.03963218488378876,0.040754793006202376,0.03735019338486224,0.023714922708523437,0.03226844221758927,0.03850392197132565,0.03718758500150422,0.03443496900249204,0.03135577061654572,0.026358496608166023,0.0260205396385407,0.02823587916622228,0.02909518287587995,0.030449001321566287,0.0265288171861327,0.015252368270552725,0.029134878986871754,0.02319322679934243,0.017734437223860974,0.038881138118359714,0.030467588743210434,0.023070495886845423,0.024462219474522113,0.02001357981423562,0.04018981789959485,0.026710862101515142,0.01930292366465947,0.015756728825920854,0.01882102387821706,0.013692377645881703,0.022097477786656286,0.01403803707504524,0.015096301204433584,0.01895236028251539,0.017202668639268996,0.014108013833497517,0.014778906063113221,0.029123910934992097,0.02181074296829987,0.018797373386389017,0.02169876309472523
-41.0,20000.0,0.13675085484848976,0.367272356655144,0.7458708519864781,0.7795040705679523,0.8951943634798265,0.7961664335658873,0.5982261517231268,0.3970444951745104,0.40691629567381676,0.18040500792498546,0.07113250964933714,0.06836233311512124,0.07073857341699967,0.09286011265931918,0.12387055889589083,0.07778739785880193,0.04891723304293332,0.04352597202135845,0.06542385230236794,0.0595277031748135,0.06792377516900872,0.050757231963085195,0.03261181019651709,0.03268806742267082,0.06692816542149539,0.042270069297399626,0.041723428798117156,0.0336182295080238,0.02842103960984154,0.0478943072893113,0.03833222940198852,0.03169689433489519,0.029992988906965494,0.02321725286789245,0.03589715230896031,0.023901651198390543,0.021981744356455047,0.030859449072758727,0.021656749384454704,0.01959992913204548,0.02879869212286798,0.0391198131253158,0.025717846382892307,0.029171981238332124,0.025855167797457064,0.02157366690797756,0.03946361056491858,0.029748821565485587,0.011287763559166431,0.010049456863558024,0.019292556907491477,0.01608754073339838,0.02609270037612956,0.014155597054128248,0.021675518522072706,0.019459454260008446,0.018173529634779095,0.01084979585335517,0.015531216319217604,0.028847558169937976,0.01796711091890444,0.015499256313544645,0.020255255472683573
-40.0,20000.0,0.08691949961592693,0.28569123437427296,0.6644069990009791,0.6926649810590645,0.8782369050567619,0.8473709551222388,0.7481440979996172,0.5344893597444276,0.506717896255903,0.2457739335401138,0.08708309668889873,0.10814721608543983,0.0966381855012219,0.10099232327632433,0.11718899565437818,0.03648386770121893,0.06276927351869054,0.05168622576619304,0.08005689177326418,0.10132065791638024,0.09394891606126309,0.07024461720063786,0.04759568854616711,0.046087845912558496,0.04044944363814689,0.04338973904518427,0.04320558577822743,0.02411789899110171,0.023765993412664,0.039400516270411176,0.037945694133870556,0.024506158378356988,0.024001209971555453,0.03176936339762799,0.0199942144880287,0.01866479089451988,0.015535221250097868,0.02018096037293601,0.02825020325415846,0.03112744083877762,0.021797352227564376,0.03898321348076876,0.028497776118726222,0.02949805652753644,0.030809548558182062,0.032323778987334746,0.031457605491063995,0.04231623092412161,0.02633397394341322,0.008106739764990706,0.013224123728862731,0.01715640684930448,0.027132516243804847,0.01684853699703604,0.03298810409359663,0.01613862901635098,0.01629124113302015,0.011451448080537453,0.02307841472323212,0.028097193808297265,0.015871664450687675,0.014938054071468244,0.023779556322983272
-39.0,20000.0,0.11069258784135955,0.24688940911869095,0.5181239636988129,0.5973070382710137,0.9223264658077105,0.7609299412069668,0.7983363348950346,0.6549921177811105,0.5707565986224935,0.3392196846241324,0.15272321231493502,0.11554107446991374,0.08596485481438469,0.09800433812861366,0.11499380433375242,0.0682294253572576,0.0795191661497337,0.05883428176382226,0.05901181496935687,0.06732727591267823,0.08408537718363637,0.07454006208934702,0.034138380907684375,0.031486322205444076,0.05353445876470228,0.03861264035643644,0.03479816193392277,0.022638645903906667,0.012317048910233701,0.036715015881154243,0.041685129246217756,0.026231190541207722,0.032545862991002865,0.029166164792243324,0.042397668259006836,0.029049454897263294,0.01879552125640222,0.025824900049307632,0.03243513132030338,0.02461165003847714,0.021938693767094983,0.048731100524089556,0.01460949176959196,0.03791765784204114,0.016991771915941242,0.021598060006078394,0.03816662749420657,0.04407399755569854,0.014198688614910035,0.015762440627172847,0.019328771425418258,0.013390379596418407,0.01622559428205056,0.01734355109314621,0.032061839716195355,0.01883073396994675,0.016488703305431167,0.01578690125651775,0.025679590892593505,0.030399955606563157,0.014652873356348982,0.011543095850551414,0.01496087635221548
-38.0,20000.0,0.08721579916542736,0.14339344275949878,0.4707366724198146,0.4557325874664869,0.8429193490413858,0.7112053598575633,0.9350326389146423,0.7232345267081429,0.7034645694190604,0.4373049285280861,0.18480275214859207,0.17536611975066155,0.08026070397203153,0.08289759219496252,0.10855909868862074,0.07433192904825395,0.08350152984092749,0.05443959942583513,0.06387183555748573,0.0759850044628664,0.09826135761938619,0.06095547860389907,0.03663293963628315,0.03601748623907265,0.03745292314321996,0.023017422073353784,0.05527689561184181,0.02926166030708351,0.02866427060250479,0.0422132672533975,0.035626321235352136,0.01569784329816049,0.02048476593238129,0.021376547561884767,0.025511687791401078,0.01675273373284452,0.014059925674427428,0.024492283574638965,0.02334563905596054,0.021277254649538443,0.027342806470659026,0.032007139218454043,0.02419280362534526,0.04223117749204881,0.021548821706039164,0.023237235160945263,0.03585188485983429,0.04754803250830006,0.020416225096119713,0.019407754676189454,0.013388276352993325,0.012683059129320981,0.018755281830694283,0.014198694666265999,0.02950519484297836,0.02076638353662075,0.01696957836377244,0.011729392742303736,0.02794826287509633,0.02320594892297868,0.020885858973012407,0.014876416087111929,0.016442308625284226
-37.0,20000.0,0.07339176399563821,0.12180520246809863,0.3333993058574513,0.3053499230222024,0.7130123476448631,0.6241145310173284,0.9439532648404971,0.8447140323876857,0.8024720160908373,0.5356497816650818,0.32175456200951247,0.21969289253808527,0.09659777444213373,0.0901756638921807,0.10190354923562155,0.0608057594215157,0.0915711265783985,0.05618640727384912,0.05089167999033519,0.03964101172707489,0.11006989975446083,0.08827038953067484,0.040258695883742174,0.046914572847089005,0.054377139694944766,0.04102545314977696,0.044193714090209474,0.02513775010168492,0.017881481664485933,0.05179595920791529,0.04172150035259506,0.03009719289490066,0.023498989078063113,0.021682493198181354,0.038373331176752117,0.02704506407945159,0.01786731209672568,0.02367886770944267,0.03127730233580543,0.019654385641521065,0.023001041880042053,0.044136348536319765,0.026746540353516625,0.04010124536787495,0.0248602036126093,0.025211280282781558,0.04049026102715726,0.04364436892465786,0.021059417854837986,0.021705496977400936,0.015922556174671223,0.014900910020984374,0.01786171031088902,0.01803786086059499,0.03493959020641096,0.015544760899937953,0.015516910901541357,0.015636688036039664,0.03313351376043848,0.018585376848155918,0.02012806216617284,0.017921936197995012,0.018691899098037375
-36.0,20000.0,0.07301311207776935,0.05728145782131935,0.2271738301451542,0.2491801637788642,0.6074507116492601,0.47533682744764383,0.8556622696172613,0.9252434491911711,0.8293186597808484,0.6322712229495124,0.37332653957422357,0.3323180959954708,0.1047734850606812,0.09065806065692665,0.060229669715374336,0.05865035863133253,0.06605762279021227,0.05206283830456357,0.05517229647739899,0.06127553729484989,0.09393291586462223,0.08430094574710648,0.04570261446748339,0.030661865111870006,0.025509335149930857,0.03461972217399648,0.045549723601959656,0.02359710996193104,0.041372002043117743,0.06739915378008218,0.04555558516059467,0.033954499910718694,0.02689232004829492,0.03174833265779568,0.03066614969570188,0.022223390752709203,0.018210050192339507,0.026220319589936692,0.03328501743134705,0.03028288459807611,0.020971976977565854,0.04649978437670943,0.024794267565529448,0.05539808319384047,0.03099751615833363,0.02356773433706271,0.031037039122115386,0.037679674674106774,0.023623708828684947,0.014609879545289113,0.01651713676264267,0.02234290022552755,0.01982125832822859,0.025066285900616835,0.029381365318692745,0.011150206597948603,0.026387635068046537,0.018824584077598152,0.03454080680598586,0.020106973238001733,0.021501047972450442,0.01515556346011422,0.01797477543635677
