,Angle,Power_Level,Beam_0,Beam_1,Beam_2,Beam_3,Beam_4,Beam_5,Beam_6,Beam_7,Beam_8,Beam_9,Beam_10,Beam_11,Beam_12,Beam_13,Beam_14,Beam_15,Beam_16,Beam_17,Beam_18,Beam_19,Beam_20,Beam_21,Beam_22,Beam_23,Beam_24,Beam_25,Beam_26,Beam_27,Beam_28,Beam_29,Beam_30,Beam_31,Beam_32,Beam_33,Beam_34,Beam_35,Beam_36,Beam_37,Beam_38,Beam_39,Beam_40,Beam_41,Beam_42,Beam_43,Beam_44,Beam_45,Beam_46,Beam_47,Beam_48,Beam_49,Beam_50,Beam_51,Beam_52,Beam_53,Beam_54,Beam_55,Beam_56,Beam_57,Beam_58,Beam_59,Beam_60,Beam_61,Beam_62
0,-45.0,20000.0,-0.20531194188543955,1.2035315819125794,0.18389838305218925,0.4164998363134118,-0.14259532169588818,0.19567889677711142,-0.679437154069551,-0.2596853714430536,0.18561351292196498,-0.7671123190803033,0.22006510728888523,0.23021762091530062,-0.14523106534157665,0.12534275163038405,0.026508000660829905,-0.10742697585540659,-0.18240406129085737,0.15846983896213468,0.14347870117881384,0.3314349121895299,-0.34003105197042577,0.3468007882003614,-0.19380539493782967,0.157943608343299,-0.2080576240587475,0.3359493111283993,0.5189775462483641,0.2296154414844223,1.0286084052750657,0.3136968602309822,-0.1456276859959278,-0.1593401414482046,0.5704326916399327,-0.20340159973832908,-0.3716625232013495,-0.23874251420694426,0.45329953197309103,-0.2360623316924985,-0.12047474824959607,-0.46119834108864444,0.6805796041045707,-0.15700091869719374,0.6572479485014489,-0.35569065772206243,0.10165260333411105,-0.009212401883768399,-0.7935277908675863,0.42076638429632357,0.0049994724863866545,-0.6817622033905956,0.4244976439942126,-0.12337010847954177,-0.5255612289263961,0.11436354660284394,0.8546816815961802,0.2084521147381147,0.06386249665696046,-0.2310567513855355,0.15863299230861594,0.47239616511427607,-0.2082416568231736,0.508989898583766,0.3759882391795792
1,-44.0,20000.0,-1.048468532819677,0.45523126825575777,1.0877662836885076,0.05487264295005498,0.5224765204995393,0.30891171402885975,-0.3140486001011469,-0.3299549613982,0.7407083024675908,-0.04815446240775845,-0.15555142437840486,0.10383827832024076,0.3840700041120758,0.47454861142871596,-0.3726799978395382,-0.3940712734033151,0.41621587734930976,-0.09396399747850004,-0.16794376621086946,-0.10430555779300638,0.43148802880233583,0.7211376124711585,-0.08950840705819642,-0.2615716067213456,0.09386348124289479,-0.4960667016710701,-0.12859742242077354,0.0014559800306684911,0.6932574530373559,0.868102244571773,0.12166157186760651,0.31099402760830824,0.22223180311902208,-0.22224166513034255,0.13757818235136227,-0.03968278539121831,0.5335013447670873,-0.01956251727796117,0.21948426286356726,-0.001052022439885317,0.12389596307722608,0.1117416331844854,0.40024405117663275,0.2038421151685192,-0.19762527503259716,-0.1996731549806345,-0.14333159162529588,-0.6515548387108588,0.27527609506350326,-0.3477399756574767,-0.47230297754573386,0.0639236243802101,0.21244687982593607,0.31350623913419395,0.3816925245308243,0.6910336369028086,-0.1916447322018841,0.13693555793893158,0.44323539799531253,-0.9181355611170082,0.01377231659573843,-0.552778329088456,0.05851980881447184
2,-43.0,20000.0,-0.27727209430124183,0.13592725756578375,-0.04908785409559924,0.6117319335729945,-0.4141538819685167,0.8287856112490009,-0.12919474776722029,-0.03547091552561121,0.4949454027070565,0.3374357484939377,-0.22026382305537148,0.30562738289224745,-0.38113412616909215,0.33604256871695926,0.25159248788416955,0.5081097640127322,-0.3599960669014871,-0.1184962075368727,-0.41857000574154374,-0.5006254764267524,-0.13136478411699343,-0.1071978402594024,-0.10471930522269754,-0.08369082353427729,0.18631347291249056,0.2758871813026598,0.7345687320326114,0.3070102926923058,0.12314708506449457,0.5188318571848352,0.26524393110195676,1.017192893712131,0.04874335312707423,0.48452214223039825,-0.04043624523351992,-0.7936434819482804,0.2776464334529244,0.08642323663438489,-0.02783050480911085,0.04252834546667428,0.2167363119944485,-0.18488899623941757,-0.1434362403462055,0.22840676657371428,0.13858192775661732,0.36507441371460675,-0.28197004378120544,0.4658203791363674,0.1926954139636929,0.12457105266894984,0.3142165733683008,0.5233767157721014,-0.09177284506524669,0.4558893102393304,-0.27098368745625034,-0.1610031356611711,0.7775570095928156,0.7717420464315077,-0.8698173741686317,-0.8032935896674821,0.32631868306290074,-0.13210336339541767,0.550624867386283
3,-42.0,20000.0,0.4528033569475644,0.6008264017126033,1.0423750676348096,0.8563925164944675,0.3715023545352488,0.2225661276119478,0.10529714452772232,-0.42669653867754703,-0.37472104435028414,0.42082385379376025,0.4787441324327839,-0.60746306076409,0.4693626366057245,0.17720516835575734,0.02835273757199207,-0.16691751164951413,0.17382696784770013,0.9816726419098233,0.4929005531761389,0.36838484412933015,-0.4002036001649627,-0.17233688370635822,-0.08081653115984672,0.3627250270289421,0.1938957092835694,0.5362063814528643,0.4491014787860043,0.44787841764910363,0.3290358033786061,1.0670377774439084,0.6363916246676121,-0.07342392799861874,0.36880099971152863,0.08279172416174249,0.006209436844198557,0.06927718598749362,-0.024067664091798276,-0.11776811008105147,-0.10136776199265599,-0.37114660582496184,-0.9957945681123181,-0.3172841962384614,0.30841131912382264,-0.13337466292943212,0.24065441229984352,0.3778600628679977,0.5023284216380842,0.4393700352921654,0.034027699847550046,-0.27320871629229193,0.28486944334936903,-0.01762190200603946,-0.16045088021649684,0.1285805935620404,0.07014229309957451,-0.6997435553146709,-0.29043533032754076,-0.23069912794038658,0.4968540424000464,-0.7612078703905221,0.3498379719264205,0.17206601736561636,0.3360658147895685
4,-41.0,20000.0,0.9053184736073471,0.9938393629610917,0.049491272210833104,0.3432241597045945,0.8421859207674076,-0.5487692347399659,0.6586676083950033,0.16220704531538405,-0.37738529191054504,0.03411896846386964,0.40551293730921845,0.17066460551254367,0.008598473206832274,0.7386096574412695,-0.5267495903530267,-0.1900702079539344,0.6114591217903138,0.4194295035300558,0.19854821578083087,-0.8743045675216813,-0.3450359051783404,-0.04057815202608974,-0.3188755831682167,0.22261253878470877,0.21903929639137365,0.017792870713769643,0.8769614895022457,0.3838189997713452,0.24973731819056705,1.3585955101990908,1.054524288661141,1.4458298058139605,0.5038460775704381,0.31630288274584994,0.29366431157912587,-0.35406460733373946,0.48598063528029856,0.43116312959748015,0.5686151192738219,0.044020783226207796,-0.38766332877858306,0.2922592560298804,0.3178332933310867,0.29112820757651114,0.1409338205841969,-0.11891005716394336,0.10318737655934582,0.09943378247586852,-0.5679237295125077,0.07672128099731484,-0.09826833131765236,0.1121825936972198,-0.27279783035094823,-0.10976981625922323,0.0016200859477018348,-0.6248855437716877,-0.5342989264955935,-0.31073966688956334,-0.41148354281065036,0.28209621880923413,-0.08197864912570282,0.5049052163474869,0.09882602336429862
5,-40.0,20000.0,0.5518409825130927,-0.5652449069856884,-0.28647089793732156,0.14004694781836347,0.1966888372061109,0.3491697935422942,0.11887120637902338,0.5852682026607874,0.29897528906943893,0.38404039112348576,-0.5513207243389885,-0.3237381353851977,0.0006267759116233944,0.06782879223630854,-0.6905720317779972,-0.5300679258441306,0.24300962147892863,0.4554355216871995,0.3560962380982085,-0.19677196271817105,0.4410101277082355,0.2641618837060981,0.3679202570403231,0.324212851686582,-0.008365329298364838,0.18442117556763704,0.42968722984979535,0.2136705823149435,1.0944972132792257,0.3034892131345175,1.1079352709709356,0.8788008710203021,0.5212074910328937,0.2968194381588675,-0.318462475102442,0.07741387603357286,0.3479288567111296,0.00015539574864741057,-0.2761478171358776,-0.1994070425176822,0.16392899861599206,-0.017511270673222883,0.08067535506123794,0.1282565906297297,-0.5837741607400667,1.050068061304419,0.4938843643157961,-0.34127468948342576,-0.7602725445689873,0.4269005186847998,-0.22429935986400745,0.23691905311626224,0.23314308773018347,0.22671473874030487,-0.7135591754862189,0.2944361283506758,0.08420185094557119,-0.16133306065199315,-0.6284374444819382,-0.05242813658772197,0.09247085613609671,0.008936119626655177,0.46817203238884336
6,-39.0,20000.0,-0.015455167776449022,0.616650558768626,0.1679132388723732,-0.5486454762298535,0.36570456797076956,0.3491512735660316,0.01326852444968929,-0.1278034950892478,0.7831735195820861,0.10152567389021483,-0.1621110142421891,0.3632988238138555,0.10152966347683484,-0.33866649945618593,0.02660036885843263,0.4207228350600199,0.046543097555552984,0.0033755157190781294,0.7299685046328346,0.3994036866200566,-0.005717203362590576,0.1964479401132916,0.040340879024047385,0.02935127679133314,0.008445652303752951,-0.07517235871881497,-0.6233071095183631,0.22760966130226284,0.27524406333661516,1.0408460940640145,0.39048671731264145,0.25633567416282266,0.29147927782495076,-0.3381961543075773,0.5977435799840582,-0.46820790066212636,0.07457007734902381,1.028096625835191,-0.1070724094579023,0.42702662043739326,-0.7491877083093388,0.15021429689263427,-0.6392106085837695,0.16832243162195568,0.0938842514364295,0.5107752208983593,0.16478499183745973,-0.4745769561512622,-0.6920125718710328,0.21505250197596443,0.1988914194673618,-0.2144485533446233,-0.2384578774547443,0.16298585136851954,-0.6661161501502969,-0.3487430953439562,0.26475750943467957,-0.41118077384855545,0.13213040743898335,-0.1955155381400861,0.05353422032977273,-0.20360307515688214,0.1206770234861789
7,-38.0,20000.0,-0.5125668373816007,-0.3034890359719696,0.23485764151587474,-0.047471973132659134,0.5596787033770734,0.32829600687773874,0.08643241572140214,0.8143537193387976,-0.11795274294173158,0.5851286363593913,0.10100637502855453,0.9953973375849208,-0.03823365093333854,-0.09292877545518476,0.5362749243132755,-0.38225063706585893,0.5981944488304018,0.5054078873438411,0.08617588609442463,0.43081557533422205,0.2807508246210172,0.45150451908258094,-0.29287821104151673,0.13167586795901348,0.09454786157043035,0.9720477759069611,0.9512224695917546,-0.241694567466184,0.6451250745353962,0.858688678454931,0.8865069647791605,-0.015285884957257578,0.463468445960951,-0.5197914586299565,-0.06258413103389089,-0.24123367511420415,0.22039390942546822,-0.5408559094088733,-0.3209829834626192,0.33419758588521986,0.22077309454090438,0.17786870213843034,-0.1378033776190433,-0.2344017730706334,0.13985701350995428,0.14046794435236012,-0.17340710266150905,0.24370462958220854,-0.023632556211482605,0.010951565639612148,0.2879832887501518,-0.12073331338940818,-0.12997945489843818,0.4262872862445538,-0.6201459088464664,0.014077612797829049,-0.09302571117197757,-0.3786102422154497,-0.290285121623792,0.7015268516844355,-0.14294845963492545,-0.5497510705390135,-0.41988188752560746
8,-37.0,20000.0,0.09768391562623702,0.5104237948306029,-0.2904947607082471,0.05678721990663021,-0.35917820788425747,0.4939258191211128,0.6059783122468988,-0.5899660921224453,0.44349814321933856,0.21648029373435362,0.5303846136343195,0.40767045517028977,0.16763147334589987,-0.32590852571054824,0.012885868138160329,0.21636062582793164,-0.2637862844996593,0.4278401993044566,0.34204290716757324,0.1305897922446423,0.7051800128877852,0.24976146366318266,-0.26069178420738814,0.5428483876961108,0.12070866995393241,0.2603012456759425,0.2503181308213177,0.37498489045074046,-0.17201865218392892,0.11711618942707056,-0.040486375073529285,0.39229745593435417,0.022091217196232416,0.023783478663239987,-0.5471897510013797,0.08789657621631,-0.1766407567183326,-0.2013532034896761,-0.8093324285272322,0.9073663521247295,0.5185903516426217,0.013179852121899632,-0.16452074340691855,0.40709466079903944,-0.1130808418959685,-0.7339219618532656,-0.06536152087201544,-0.07454694691867668,-0.05193248606010671,-0.0007432369270816298,-0.17172691481558136,0.006440281336176238,0.1928941003746486,-0.938314128739377,-0.1235119937768845,-0.045594171921209965,-0.4520575606403876,-0.24850137474289713,0.24513361767403014,-0.3983621742414059,0.095429979184931,0.6260564270875844,0.4918633383091832
9,-36.0,20000.0,-0.21202722445376673,0.1679735148970308,-0.19857844314172185,-0.13593314742183266,-0.6194905578992121,0.009694792602413072,-0.5977979798814861,0.13929157145764096,0.4874977312809541,0.5892838905511952,0.8564445621245969,0.29752795488964434,0.3907865581666608,-0.13271839958796575,-0.036866592066563765,0.3675321776877949,0.4859750600582911,-0.4166066043138674,0.171914261873731,0.39139877808639584,-0.10354330355237977,0.14607715980612723,0.014730592923466231,-0.04156272531473693,-0.2933751021184069,-0.026999519894807235,0.2147884048516613,0.0058154944546631865,-0.07038875563180544,0.29013780002248385,0.09170085863572695,-0.11422225121168425,0.40502084573442554,-0.010142336830351553,-0.1532817108322673,0.37159218518835696,-0.31391806599693284,0.603133464040274,0.02216943501282083,-0.5221147078586154,-0.1281889928054991,0.1295433393276483,-0.20101440182850247,0.3381078939016898,0.06603510297069799,-0.2651981991659921,0.14865329856454826,0.1775988004121787,-0.4208313609908226,0.032633734409520644,-0.2950548199392832,-0.38013537743103143,0.11971538330017138,-0.16190994214531995,0.14512504715976218,0.11137046048018408,-0.20938770616966634,0.132344409606303,0.08978162693761486,-0.5488770026419948,-0.2788791381473282,-0.372120159715568,0.27992876533387423
